cps19_citizenship,cps19_yob,cps19_province,cps19_votechoice,cps19_education,cps19_gender,vote_liberal,age,age_bracket,province_q,education_q,income_bracket,sex
Canadian citizen,1962,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,58,2,3,2,1,0
Canadian citizen,2000,Ontario,Liberal Party,Some university,A woman,1,20,1,3,2,1,0
Canadian citizen,1954,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,66,3,2,2,1,1
Canadian citizen,1957,Ontario,Liberal Party,Bachelor's degree,A woman,1,63,3,3,3,1,0
Canadian citizen,1963,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,57,2,2,2,1,0
Canadian citizen,1947,Ontario,Conservative Party,Master's degree,A woman,0,73,3,3,3,1,0
Canadian citizen,1957,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,63,3,2,2,1,0
Canadian citizen,1961,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,59,2,3,2,1,1
Canadian citizen,1992,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,28,1,3,2,1,0
Canadian citizen,1963,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,57,2,2,2,1,1
Canadian citizen,1989,Quebec,Liberal Party,Professional degree or doctorate,A woman,1,31,1,2,3,1,0
Canadian citizen,1941,Ontario,Liberal Party,Bachelor's degree,A man,1,79,3,3,3,1,1
Canadian citizen,1993,Quebec,Conservative Party,Some university,A man,0,27,1,2,2,1,1
Canadian citizen,1965,Nova Scotia,Liberal Party,Completed secondary/ high school,A woman,1,55,2,1,2,2,0
Canadian citizen,1956,Ontario,Conservative Party,Bachelor's degree,A man,0,64,3,3,3,1,1
Canadian citizen,1943,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,77,3,3,2,1,0
Canadian citizen,1957,Quebec,Liberal Party,Completed secondary/ high school,A man,1,63,3,2,2,1,1
Canadian citizen,1977,Ontario,Conservative Party,Bachelor's degree,A man,0,43,2,3,3,3,1
Canadian citizen,1954,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,66,3,3,2,3,1
Canadian citizen,1955,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,65,3,3,2,1,0
Canadian citizen,1969,Ontario,Conservative Party,Bachelor's degree,A man,0,51,2,3,3,3,1
Canadian citizen,1966,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,54,2,3,2,2,1
Canadian citizen,1970,Ontario,Liberal Party,Master's degree,A woman,1,50,2,3,3,2,0
Canadian citizen,1963,Ontario,Conservative Party,Bachelor's degree,A man,0,57,2,3,3,3,1
Canadian citizen,1948,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,72,3,2,2,1,0
Canadian citizen,1966,Ontario,Conservative Party,Master's degree,A man,0,54,2,3,3,3,1
Canadian citizen,1949,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,71,3,3,2,1,0
Canadian citizen,1970,Ontario,Liberal Party,Bachelor's degree,A woman,1,50,2,3,3,1,0
Canadian citizen,1952,Ontario,Conservative Party,Master's degree,A man,0,68,3,3,3,3,1
Canadian citizen,1966,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,54,2,2,2,1,0
Canadian citizen,1979,Quebec,Liberal Party,Bachelor's degree,A woman,1,41,2,2,3,1,0
Canadian citizen,1956,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,64,3,3,2,1,1
Canadian citizen,1981,Ontario,Conservative Party,Bachelor's degree,A man,0,39,1,3,3,3,1
Canadian citizen,1972,Quebec,Conservative Party,Completed secondary/ high school,A man,0,48,2,2,2,3,1
Canadian citizen,1938,Ontario,Conservative Party,Professional degree or doctorate,A man,0,82,4,3,3,1,1
Canadian citizen,1952,Quebec,Conservative Party,Completed secondary/ high school,A man,0,68,3,2,2,1,1
Canadian citizen,1952,Ontario,Conservative Party,Master's degree,A man,0,68,3,3,3,1,1
Canadian citizen,1981,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,39,1,2,2,1,0
Canadian citizen,1954,Ontario,Conservative Party,Bachelor's degree,A man,0,66,3,3,3,3,1
Canadian citizen,1949,New Brunswick,Conservative Party,Bachelor's degree,A man,0,71,3,1,3,1,1
Canadian citizen,1943,Ontario,Conservative Party,Bachelor's degree,A man,0,77,3,3,3,1,1
Canadian citizen,1938,Ontario,Liberal Party,Bachelor's degree,A man,1,82,4,3,3,1,1
Canadian citizen,1954,Nova Scotia,Liberal Party,Bachelor's degree,A man,1,66,3,1,3,1,1
Canadian citizen,1957,Manitoba,Liberal Party,Bachelor's degree,A woman,1,63,3,4,3,1,0
Canadian citizen,1979,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,41,2,2,2,1,1
Canadian citizen,1964,Ontario,Conservative Party,Some university,A woman,0,56,2,3,2,1,0
Canadian citizen,1977,Ontario,Liberal Party,Master's degree,A man,1,43,2,3,3,3,1
Canadian citizen,1979,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,41,2,3,2,1,0
Canadian citizen,1960,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,60,2,2,2,1,1
Canadian citizen,1949,Newfoundland and Labrador,Conservative Party,Bachelor's degree,A man,0,71,3,1,3,1,1
Canadian citizen,1946,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,74,3,2,2,3,1
Canadian citizen,1985,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,35,1,2,2,1,0
Canadian citizen,1954,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,66,3,3,2,1,1
Canadian citizen,1973,Quebec,Conservative Party,Bachelor's degree,A man,0,47,2,2,3,2,1
Canadian citizen,1974,Ontario,Liberal Party,Master's degree,A man,1,46,2,3,3,3,1
Canadian citizen,1971,Quebec,Conservative Party,Bachelor's degree,A man,0,49,2,2,3,3,1
Canadian citizen,1985,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,35,1,3,2,1,0
Canadian citizen,1946,Ontario,Liberal Party,Bachelor's degree,A woman,1,74,3,3,3,2,0
Canadian citizen,1964,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,56,2,3,2,3,0
Canadian citizen,1969,Quebec,Conservative Party,Completed secondary/ high school,A man,0,51,2,2,2,1,1
Canadian citizen,1965,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,55,2,2,2,1,0
Canadian citizen,1954,Ontario,Liberal Party,Bachelor's degree,A woman,1,66,3,3,3,1,0
Canadian citizen,1968,Ontario,Liberal Party,Master's degree,A woman,1,52,2,3,3,2,0
Canadian citizen,1961,Quebec,Liberal Party,Some university,A woman,1,59,2,2,2,1,0
Canadian citizen,1944,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,76,3,3,2,3,1
Canadian citizen,1948,Nova Scotia,Liberal Party,Completed secondary/ high school,A man,1,72,3,1,2,1,1
Canadian citizen,1943,Ontario,Conservative Party,Bachelor's degree,A man,0,77,3,3,3,1,1
Canadian citizen,1948,Quebec,Conservative Party,Professional degree or doctorate,A man,0,72,3,2,3,1,1
Canadian citizen,1931,Ontario,Liberal Party,Bachelor's degree,A man,1,89,4,3,3,1,1
Canadian citizen,1968,Quebec,Liberal Party,Bachelor's degree,A woman,1,52,2,2,3,2,0
Canadian citizen,1952,Ontario,Conservative Party,Professional degree or doctorate,A man,0,68,3,3,3,1,1
Canadian citizen,1944,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,76,3,2,2,1,0
Canadian citizen,1969,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,51,2,3,2,3,1
Canadian citizen,1977,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,43,2,3,2,2,1
Canadian citizen,1946,Ontario,Liberal Party,Bachelor's degree,A man,1,74,3,3,3,1,1
Canadian citizen,1966,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,54,2,2,2,2,0
Canadian citizen,1949,Nova Scotia,Liberal Party,Master's degree,A man,1,71,3,1,3,1,1
Canadian citizen,1988,Quebec,Liberal Party,Professional degree or doctorate,A man,1,32,1,2,3,1,1
Canadian citizen,1973,Nova Scotia,Liberal Party,Bachelor's degree,A woman,1,47,2,1,3,1,0
Canadian citizen,1947,Ontario,Liberal Party,Professional degree or doctorate,A man,1,73,3,3,3,3,1
Canadian citizen,1947,Newfoundland and Labrador,Liberal Party,Some university,A man,1,73,3,1,2,1,1
Canadian citizen,1971,Quebec,Conservative Party,Bachelor's degree,A man,0,49,2,2,3,2,1
Canadian citizen,1946,Quebec,Conservative Party,Bachelor's degree,A woman,0,74,3,2,3,2,0
Canadian citizen,1983,Ontario,Conservative Party,Bachelor's degree,A woman,0,37,1,3,3,3,0
Canadian citizen,1947,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,73,3,3,2,2,1
Canadian citizen,1958,Quebec,Liberal Party,Master's degree,A woman,1,62,3,2,3,1,0
Canadian citizen,1962,Ontario,Liberal Party,Some university,A woman,1,58,2,3,2,2,0
Canadian citizen,1949,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,71,3,3,2,1,1
Canadian citizen,1956,Ontario,Conservative Party,Some secondary/ high school,A woman,0,64,3,3,1,1,0
Canadian citizen,1960,Nova Scotia,Conservative Party,Bachelor's degree,A man,0,60,2,1,3,1,1
Canadian citizen,1974,Ontario,Conservative Party,Bachelor's degree,A woman,0,46,2,3,3,2,0
Canadian citizen,1941,Nova Scotia,Conservative Party,Completed secondary/ high school,A woman,0,79,3,1,2,1,0
Canadian citizen,1979,Ontario,Conservative Party,Bachelor's degree,A man,0,41,2,3,3,1,1
Canadian citizen,1962,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,58,2,3,2,2,0
Canadian citizen,1975,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,45,2,3,2,1,0
Canadian citizen,1953,Ontario,Liberal Party,Bachelor's degree,A woman,1,67,3,3,3,1,0
Canadian citizen,1951,Ontario,Liberal Party,Master's degree,A man,1,69,3,3,3,1,1
Canadian citizen,1984,Ontario,Liberal Party,Bachelor's degree,A woman,1,36,1,3,3,1,0
Canadian citizen,1949,Ontario,Conservative Party,Professional degree or doctorate,A man,0,71,3,3,3,2,1
Canadian citizen,1979,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,41,2,2,2,1,0
Canadian citizen,1954,Quebec,Liberal Party,Bachelor's degree,A woman,1,66,3,2,3,1,0
Canadian citizen,1944,Ontario,Liberal Party,Some secondary/ high school,A man,1,76,3,3,1,1,1
Canadian citizen,1956,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,64,3,2,2,1,0
Canadian citizen,1983,New Brunswick,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,37,1,1,2,1,0
Canadian citizen,1965,Ontario,Liberal Party,Some secondary/ high school,A woman,1,55,2,3,1,1,0
Canadian citizen,1987,Quebec,Liberal Party,Bachelor's degree,A man,1,33,1,2,3,1,1
Canadian citizen,1957,New Brunswick,Conservative Party,Some university,A man,0,63,3,1,2,3,1
Canadian citizen,1953,Ontario,Liberal Party,Master's degree,A man,1,67,3,3,3,1,1
Canadian citizen,1989,Ontario,Conservative Party,Bachelor's degree,A woman,0,31,1,3,3,1,0
Canadian citizen,1977,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,43,2,2,2,1,0
Canadian citizen,1981,Ontario,Conservative Party,Bachelor's degree,A woman,0,39,1,3,3,2,0
Canadian citizen,1988,Quebec,Liberal Party,Some university,A man,1,32,1,2,2,1,1
Canadian citizen,1986,New Brunswick,Liberal Party,Master's degree,A woman,1,34,1,1,3,3,0
Canadian citizen,1943,Quebec,Liberal Party,Some secondary/ high school,A man,1,77,3,2,1,1,1
Canadian citizen,1983,Quebec,Conservative Party,Completed secondary/ high school,A man,0,37,1,2,2,1,1
Canadian citizen,1962,Ontario,Liberal Party,Some university,A man,1,58,2,3,2,1,1
Canadian citizen,1947,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,73,3,2,2,1,0
Canadian citizen,1956,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,64,3,3,2,1,0
Canadian citizen,1977,Ontario,Conservative Party,Bachelor's degree,A man,0,43,2,3,3,3,1
Canadian citizen,1947,Nova Scotia,Liberal Party,Some university,A woman,1,73,3,1,2,1,0
Canadian citizen,1969,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,51,2,2,2,1,1
Canadian citizen,1943,Ontario,Conservative Party,Completed secondary/ high school,A man,0,77,3,3,2,1,1
Canadian citizen,1984,Ontario,Liberal Party,Professional degree or doctorate,A man,1,36,1,3,3,1,1
Canadian citizen,1955,Quebec,Conservative Party,Bachelor's degree,A woman,0,65,3,2,3,1,0
Canadian citizen,1964,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,56,2,3,2,3,0
Canadian citizen,1962,Ontario,Liberal Party,Professional degree or doctorate,A man,1,58,2,3,3,3,1
Canadian citizen,1964,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,56,2,3,2,3,1
Canadian citizen,1975,Ontario,Liberal Party,Master's degree,A woman,1,45,2,3,3,2,0
Canadian citizen,1970,Ontario,Liberal Party,Master's degree,A woman,1,50,2,3,3,1,0
Canadian citizen,1958,Ontario,Conservative Party,Some university,A man,0,62,3,3,2,1,1
Canadian citizen,1947,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,73,3,3,2,1,0
Canadian citizen,1985,Alberta,Conservative Party,Bachelor's degree,A woman,0,35,1,4,3,2,0
Canadian citizen,1965,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,55,2,2,2,1,0
Canadian citizen,1978,Quebec,Liberal Party,Master's degree,A woman,1,42,2,2,3,2,0
Canadian citizen,1967,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,53,2,3,2,1,0
Canadian citizen,1980,Ontario,Conservative Party,Professional degree or doctorate,A man,0,40,1,3,3,3,1
Canadian citizen,1944,Ontario,Conservative Party,Completed secondary/ high school,A man,0,76,3,3,2,1,1
Canadian citizen,1959,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,61,3,3,2,1,0
Canadian citizen,1960,Ontario,Conservative Party,Bachelor's degree,A woman,0,60,2,3,3,2,0
Canadian citizen,1964,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,56,2,2,2,3,0
Canadian citizen,1982,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,38,1,3,2,1,0
Canadian citizen,1962,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,58,2,3,2,1,0
Canadian citizen,1963,Ontario,Conservative Party,Some university,A woman,0,57,2,3,2,1,0
Canadian citizen,1953,Quebec,Conservative Party,Bachelor's degree,A man,0,67,3,2,3,1,1
Canadian citizen,1945,Quebec,Liberal Party,Some secondary/ high school,A woman,1,75,3,2,1,1,0
Canadian citizen,1954,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,66,3,3,2,1,0
Canadian citizen,1952,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,68,3,3,2,1,1
Canadian citizen,1969,Ontario,Conservative Party,Some secondary/ high school,A woman,0,51,2,3,1,2,0
Canadian citizen,1964,Newfoundland and Labrador,Conservative Party,Bachelor's degree,A woman,0,56,2,1,3,3,0
Canadian citizen,1974,Ontario,Liberal Party,Master's degree,A man,1,46,2,3,3,2,1
Canadian citizen,1951,Ontario,Conservative Party,Some university,A man,0,69,3,3,2,3,1
Canadian citizen,1954,Ontario,Conservative Party,Bachelor's degree,A woman,0,66,3,3,3,1,0
Canadian citizen,1936,Ontario,Conservative Party,Completed secondary/ high school,A man,0,84,4,3,2,1,1
Canadian citizen,1983,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,37,1,3,2,2,0
Canadian citizen,1943,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,77,3,3,2,1,0
Canadian citizen,1966,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,54,2,3,2,1,0
Canadian citizen,1948,Quebec,Conservative Party,Some secondary/ high school,A man,0,72,3,2,1,1,1
Canadian citizen,1966,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,54,2,3,2,2,1
Canadian citizen,1947,New Brunswick,Liberal Party,Professional degree or doctorate,A man,1,73,3,1,3,2,1
Canadian citizen,1971,Ontario,Liberal Party,Some university,A man,1,49,2,3,2,1,1
Canadian citizen,1949,Ontario,Liberal Party,Bachelor's degree,A man,1,71,3,3,3,2,1
Canadian citizen,1952,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,68,3,3,2,1,1
Canadian citizen,1954,Nova Scotia,Liberal Party,Bachelor's degree,A woman,1,66,3,1,3,1,0
Canadian citizen,1957,Ontario,Liberal Party,Bachelor's degree,A woman,1,63,3,3,3,1,0
Canadian citizen,1949,Ontario,Liberal Party,Bachelor's degree,A man,1,71,3,3,3,1,1
Canadian citizen,1945,Ontario,Liberal Party,Some elementary school,A man,1,75,3,3,1,1,1
Canadian citizen,1947,Ontario,Liberal Party,Professional degree or doctorate,A man,1,73,3,3,3,1,1
Canadian citizen,1973,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,47,2,2,2,1,0
Canadian citizen,1979,Ontario,Liberal Party,Master's degree,A woman,1,41,2,3,3,3,0
Canadian citizen,1959,Ontario,Liberal Party,Some university,A woman,1,61,3,3,2,1,0
Canadian citizen,1955,Ontario,Liberal Party,Bachelor's degree,A man,1,65,3,3,3,3,1
Canadian citizen,1978,Ontario,Liberal Party,Bachelor's degree,A man,1,42,2,3,3,2,1
Canadian citizen,1968,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,52,2,3,2,1,0
Canadian citizen,1958,Ontario,Liberal Party,Some secondary/ high school,A man,1,62,3,3,1,1,1
Canadian citizen,1944,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,76,3,2,2,1,0
Canadian citizen,1972,Newfoundland and Labrador,Liberal Party,Bachelor's degree,A woman,1,48,2,1,3,3,0
Canadian citizen,1970,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,50,2,3,2,1,0
